-9.21034037197618	-35.3505062085572
-8.51719319141624	-35.3505062085572
-8.11172808330807	-35.3505062085572
-7.82404601085629	-35.3505062085572
-7.60090245954208	-35.3505062085572
-7.41858090274813	-35.3505062085572
-7.26443022292087	-35.3505062085572
-7.13089883029635	-35.3505062085572
-7.01311579463996	-35.3505062085572
-6.90775527898214	-35.3505062085572
-6.81244509917781	-35.3505062085572
-6.72543372218818	-35.3505062085572
-6.64539101451465	-35.3505062085572
-6.57128304236092	-35.3505062085572
-6.50229017087397	-35.3505062085572
-6.4377516497364	-35.3505062085572
-6.37712702791997	-35.3505062085572
-6.31996861408002	-35.3505062085572
-6.26590139280974	-35.3505062085572
-6.21460809842219	-35.3505062085572
-6.16581793425276	-35.3505062085572
-6.11929791861787	-35.3505062085572
-6.07484615604703	-35.3505062085572
-6.03228654162824	-35.3505062085572
-5.99146454710798	-35.3505062085572
-5.9522438339547	-35.3505062085572
-5.91450350597185	-35.3505062085572
-5.87813586180098	-35.3505062085572
-5.84304454198971	-35.3505062085572
-5.80914299031403	-35.3505062085572
-5.77635316749104	-35.3505062085572
-5.74460446917646	-35.3505062085572
-5.7138328105097	-35.3505062085572
-5.68397984736002	-35.3505062085572
-5.65499231048677	-35.3505062085572
-5.62682143352007	-35.3505062085572
-5.59942245933196	-35.3505062085572
-5.5727542122498	-35.3505062085572
-5.54677872584654	-35.3505062085572
-5.52146091786225	-35.3505062085572
-5.49676830527188	-35.3505062085572
-5.47267075369281	-35.3505062085572
-5.44914025628262	-35.3505062085572
-5.42615073805792	-35.3505062085572
-5.40367788220586	-35.3505062085572
-5.38169897548709	-35.3505062085572
-5.36019277026612	-35.3505062085572
-5.33913936106829	-35.3505062085572
-5.31852007386556	-35.3505062085572
-5.29831736654804	-35.3505062085572
-5.27851473925186	-35.3505062085572
-5.25909665339476	-35.3505062085572
-5.24004845842406	-35.3505062085572
-5.22135632541191	-35.3505062085572
-5.20300718674371	-35.3505062085572
-5.18498868124103	-35.3505062085572
-5.16728910414163	-35.3505062085572
-5.14989736142976	-35.3505062085572
-5.13280292807046	-35.3505062085572
-5.11599580975408	-35.3505062085572
-5.09946650780287	-35.3505062085572
-5.08320598693109	-35.3505062085572
-5.06720564558465	-35.3505062085572
-5.05145728861651	-35.3505062085572
-5.03595310208055	-34.945041100449
-5.02068562994976	-35.3505062085572
-5.00564775258522	-35.3505062085572
-4.99083266680008	-35.3505062085572
-4.97623386737892	-34.945041100449
-4.96184512992682	-34.945041100449
-4.94766049493487	-34.945041100449
-4.93367425296013	-34.945041100449
-4.91988093082779	-34.945041100449
-4.90627527877201	-34.6573590279973
-4.89285225843987	-34.6573590279973
-4.87960703168985	-34.945041100449
-4.8665349501225	-34.6573590279973
-4.85363154528659	-34.6573590279973
-4.84089251950916	-34.6573590279973
-4.8283137373023	-34.6573590279973
-4.81589121730374	-34.6573590279973
-4.80362112471193	-34.6573590279973
-4.79149976417958	-34.4342154766831
-4.77952357313287	-34.4342154766831
-4.76768911548587	-34.4342154766831
-4.75599307572267	-34.4342154766831
-4.7444322533216	-34.4342154766831
-4.73300355749798	-34.4342154766831
-4.72170400224404	-34.2518939198891
-4.71053070164592	-34.2518939198891
-4.69948086545933	-34.2518939198891
-4.68855179492714	-34.0977432400618
-4.67774087882293	-34.0977432400618
-4.66704558970618	-34.0977432400618
-4.65646348037564	-34.0977432400618
-4.64599218050835	-34.0977432400618
-4.6356293934728	-33.9642118474373
-4.62537289330561	-33.9642118474373
-4.61522052184159	-33.8464288117809
-4.60517018598809	-33.8464288117809
-4.59521985513492	-33.8464288117809
-4.58536755869191	-33.8464288117809
-4.57561138374655	-33.7410682961231
-4.56594947283481	-33.7410682961231
-4.55638002181866	-33.6457581163188
-4.54690127786412	-33.6457581163188
-4.53751153751428	-33.5587467393292
-4.52820914485196	-33.4787040316556
-4.51899248974704	-33.4787040316556
-4.50986000618377	-33.4045960595019
-4.50081017066385	-33.4045960595019
-4.49184150068109	-33.4045960595019
-4.48295255326384	-33.3356031880149
-4.47414192358169	-33.2710646668774
-4.46540824361293	-33.2710646668774
-4.45675018086982	-33.2104400450609
-4.44816643717843	-33.153281631221
-4.43965574751052	-33.0992144099507
-4.43121687886465	-33.0992144099507
-4.42284862919414	-33.0479211155632
-4.41454982637944	-32.9991309513937
-4.40631932724293	-32.9991309513937
-4.39815601660377	-32.9526109357588
-4.39005880637115	-32.908159173188
-4.38202663467388	-32.8655995587692
-4.37405846502471	-32.824777564249
-4.36615328551759	-32.824777564249
-4.35831010805657	-32.7478165231128
-4.35052796761451	-32.711448878942
-4.3428059215206	-32.6763575591307
